info,
sampleRate, 100,
aRange, 2,
gRange, 250,
start,150,
stop,520,
ax,-0.003708651233277571,0.003127286266722429,-0.002732088733277571,0.0006858800167224288,0.00019759876672242882,-0.001999666858277571,-0.0007789637332775712,0.002883145641722429,-0.002732088733277571,0.006545255016722429,-0.001999666858277571,0.003615567516722429,0.002394864391722429,0.0019065831417224288,-0.006394198108277571,-0.0002906824832775712,0.002639005016722429,0.0014183018917224288,0.0004417393917224288,-0.0002906824832775712,-0.004196932483277571,0.0019065831417224288,-0.001999666858277571,0.00019759876672242882,-0.006394198108277571,-0.0012672449832775712,-0.002976229358277571,0.004836270641722429,-0.002732088733277571,-0.002976229358277571,0.0004417393917224288,-0.001999666858277571,-0.002243807483277571,-0.003220369983277571,0.0011741612667224288,0.0009300206417224288,0.004347989391722429,0.0004417393917224288,-0.001999666858277571,0.00019759876672242882,0.0011741612667224288,0.0014183018917224288,-0.0005348231082775712,-0.006638338733277571,-0.005661776233277571,0.007765958141722429,0.004592130016722429,-0.0005348231082775712,-0.0002906824832775712,-0.004685213733277571,-0.001999666858277571,0.0009300206417224288,0.0004417393917224288,0.00019759876672242882,-0.004196932483277571,0.002150723766722429,0.004592130016722429,-0.0005348231082775712,0.0011741612667224288,0.0011741612667224288,0.005080411266722429,0.002883145641722429,0.0006858800167224288,-0.002976229358277571,-0.003220369983277571,-0.002487948108277571,-0.002487948108277571,0.0019065831417224288,-0.0015113856082775712,-0.0012672449832775712,-0.0015113856082775712,0.003615567516722429,-0.003220369983277571,-0.002976229358277571,0.0011741612667224288,-0.006882479358277571,-0.0002906824832775712,0.003615567516722429,-0.0010231043582775712,0.003859708141722429,-0.002243807483277571,0.007277676891722429,0.003859708141722429,-0.003220369983277571,-0.003464510608277571,-0.004685213733277571,-0.003464510608277571,0.002394864391722429,-0.0002906824832775712,-0.009323885608277571,0.002883145641722429,-0.001999666858277571,0.00019759876672242882,-0.002732088733277571,0.0019065831417224288,-0.0015113856082775712,-0.001999666858277571,0.00019759876672242882,-4.654185827757118e-05,0.005080411266722429,-0.003708651233277571,-0.004685213733277571,-0.0007789637332775712,-0.003464510608277571,0.002150723766722429,-0.0015113856082775712,0.002639005016722429,0.0006858800167224288,-0.002243807483277571,0.0016624425167224288,0.0014183018917224288,-0.0015113856082775712,0.0019065831417224288,-4.654185827757118e-05,0.0009300206417224288,0.003859708141722429,-0.002487948108277571,-0.003952791858277571,-0.002732088733277571,-0.0015113856082775712,0.003615567516722429,0.0009300206417224288,-0.003708651233277571,0.003371426891722429,0.004347989391722429,0.00019759876672242882,-0.003220369983277571,0.007521817516722429,-0.0010231043582775712,-0.005905916858277571,-0.0015113856082775712,-0.0017555262332775712,-0.0017555262332775712,-0.006638338733277571,-4.654185827757118e-05,0.011672208141722429,-0.015183260608277571,0.005812833141722429,-0.007370760608277571,-0.005905916858277571,0.004347989391722429,0.0009300206417224288,0.0011741612667224288,0.005080411266722429,0.004592130016722429,0.003371426891722429,-0.002487948108277571,-0.001999666858277571,-0.007126619983277571,0.010207364391722429,-0.004929354358277571,-0.006638338733277571,0.015090176891722429,-0.002243807483277571,0.0009300206417224288,-0.002732088733277571,0.003615567516722429,-0.008835604358277571,0.003127286266722429,0.00019759876672242882,0.0016624425167224288,0.006789395641722429,0.004592130016722429,-0.0002906824832775712,-0.004929354358277571,0.0004417393917224288,-0.0012672449832775712,-0.009079744983277571,-0.0015113856082775712,-0.006394198108277571,0.002883145641722429,0.003371426891722429,-0.002487948108277571,-0.0017555262332775712,0.0014183018917224288,-0.006150057483277571,-0.003464510608277571,-0.0007789637332775712,0.0011741612667224288,-0.0015113856082775712,-0.0010231043582775712,0.0014183018917224288,0.008986661266722429,-0.002976229358277571,0.0019065831417224288,0.011672208141722429,0.002394864391722429,-0.003952791858277571,-0.013230135608277571,0.005080411266722429,0.015334317516722429,-0.005417635608277571,-0.003464510608277571,-0.0015113856082775712,0.010207364391722429,-0.004685213733277571,-0.011765291858277571,-0.005417635608277571,0.009474942516722429,0.0019065831417224288,-0.008103182483277571,-0.009079744983277571,-4.654185827757118e-05,0.007277676891722429,-0.007614901233277571,-0.007859041858277571,0.0011741612667224288,-0.0010231043582775712,-0.003952791858277571,-0.004196932483277571,-0.008347323108277571,-0.0015113856082775712,-0.003220369983277571,-0.002243807483277571,-0.0010231043582775712,0.004103848766722429,-0.003952791858277571,-0.003220369983277571,-0.003708651233277571,-0.003464510608277571,-0.002243807483277571,0.002150723766722429,0.008742520641722429,-0.002243807483277571,-0.005905916858277571,0.0009300206417224288,0.003859708141722429,-0.004929354358277571,-0.0010231043582775712,-0.005905916858277571,-0.002976229358277571,-0.002487948108277571,-0.0007789637332775712,-0.0005348231082775712,-0.001999666858277571,0.0004417393917224288,-0.0005348231082775712,-0.002976229358277571,-0.002732088733277571,-0.002732088733277571,-0.0015113856082775712,0.006056973766722429,-0.004685213733277571,0.005568692516722429,0.007277676891722429,0.0014183018917224288,-0.007614901233277571,0.004347989391722429,0.0011741612667224288,-0.013474276233277571,-0.0017555262332775712,0.00019759876672242882,0.004592130016722429,-0.010056307483277571,-0.007126619983277571,0.006056973766722429,0.003615567516722429,0.0004417393917224288,0.0019065831417224288,0.002394864391722429,-0.002243807483277571,0.0004417393917224288,-0.0005348231082775712,-0.0005348231082775712,-0.003220369983277571,-0.003952791858277571,-0.002732088733277571,-0.002976229358277571,-0.0002906824832775712,0.007033536266722429,0.006301114391722429,0.006301114391722429,-0.005417635608277571,0.006301114391722429,0.0004417393917224288,-0.001999666858277571,0.0004417393917224288,0.004347989391722429,-0.0002906824832775712,-0.007126619983277571,-4.654185827757118e-05,0.0016624425167224288,0.005080411266722429,0.005080411266722429,0.0014183018917224288,-0.0015113856082775712,0.0004417393917224288,0.004347989391722429,-0.001999666858277571,-0.0017555262332775712,-4.654185827757118e-05,0.0004417393917224288,0.004103848766722429,-0.0015113856082775712,-0.001999666858277571,0.0019065831417224288,0.00019759876672242882,-0.0010231043582775712,-0.003952791858277571,0.002639005016722429,-0.0005348231082775712,0.006056973766722429,-0.0007789637332775712,0.0016624425167224288,-0.004196932483277571,-0.0007789637332775712,-0.007370760608277571,0.0011741612667224288,-0.006150057483277571,-0.0007789637332775712,-0.007614901233277571,0.002639005016722429,0.002883145641722429,-0.0012672449832775712,-0.0005348231082775712,0.002150723766722429,0.0009300206417224288,-0.0007789637332775712,0.006301114391722429,-0.001999666858277571,-0.007614901233277571,-0.0005348231082775712,0.0006858800167224288,0.004103848766722429,-0.0012672449832775712,0.0016624425167224288,0.002394864391722429,-0.005173494983277571,-0.0005348231082775712,0.005324551891722429,-0.0005348231082775712,0.003371426891722429,0.0011741612667224288,-0.0012672449832775712,0.003859708141722429,0.002639005016722429,0.006789395641722429,0.005324551891722429,-0.002243807483277571,-0.008835604358277571,-0.0015113856082775712,0.00019759876672242882,0.002883145641722429,0.003615567516722429,-0.0007789637332775712,0.004347989391722429,0.005080411266722429,0.003371426891722429,0.005568692516722429,-0.0007789637332775712,-0.002243807483277571,-0.002243807483277571,-0.003708651233277571,-0.002976229358277571,-0.002732088733277571,-0.005905916858277571,-4.654185827757118e-05,0.003615567516722429,-0.0015113856082775712,-0.0005348231082775712,0.002394864391722429,-0.002976229358277571,-0.001999666858277571,0.0004417393917224288,-0.0002906824832775712,0.0014183018917224288,0.0006858800167224288,0.007765958141722429,0.0009300206417224288,0.0014183018917224288,0.002394864391722429,0.002150723766722429,0.0019065831417224288,-0.0005348231082775712,0.004836270641722429,-0.003708651233277571,0.002639005016722429,0.00019759876672242882,0.004592130016722429,0.002883145641722429,0.0004417393917224288,0.002394864391722429,0.0019065831417224288,-4.654185827757118e-05,0.0019065831417224288,-0.005661776233277571,-0.002976229358277571,-0.006638338733277571,-0.003464510608277571,-0.003952791858277571,0.003127286266722429,0.003615567516722429,-0.0012672449832775712,-0.002243807483277571,-0.005661776233277571,0.007277676891722429,0.005568692516722429,-0.005173494983277571,-0.002243807483277571,-0.003952791858277571,-0.0015113856082775712,0.003127286266722429,0.004836270641722429,0.002394864391722429,0.0004417393917224288,-0.004196932483277571,-0.002243807483277571,0.007277676891722429,-0.003464510608277571,-0.005905916858277571,-4.654185827757118e-05,-0.004685213733277571,0.006789395641722429,-0.0017555262332775712,-0.0007789637332775712,0.002639005016722429,0.002639005016722429,-0.0007789637332775712,0.0006858800167224288,0.0014183018917224288,0.002150723766722429,0.0004417393917224288,-0.009568026233277571,-0.002487948108277571,0.0006858800167224288,0.002639005016722429,0.004592130016722429,0.004347989391722429,0.0004417393917224288,-0.002487948108277571,-0.004929354358277571,0.007277676891722429,0.005080411266722429,0.0004417393917224288,-0.003708651233277571,0.004103848766722429,0.004347989391722429,-0.0015113856082775712,0.002150723766722429,0.006056973766722429,0.003859708141722429,-0.002487948108277571,-0.002487948108277571,-0.003220369983277571,-0.002243807483277571,0.002394864391722429,-0.003952791858277571,0.0004417393917224288,0.002150723766722429,-0.0007789637332775712,-0.0012672449832775712,0.0011741612667224288,-0.0005348231082775712,0.009474942516722429,0.0019065831417224288,0.004103848766722429,0.0009300206417224288,0.0006858800167224288,-0.0015113856082775712,0.0019065831417224288,0.004347989391722429,-0.0005348231082775712,0.0006858800167224288,0.007033536266722429,0.0006858800167224288,0.004103848766722429,-0.0012672449832775712,-0.0015113856082775712,-0.0015113856082775712,0.0019065831417224288,0.002639005016722429,0.0019065831417224288,-0.004196932483277571,-4.654185827757118e-05,-0.006882479358277571,0.002394864391722429,0.005080411266722429,0.004592130016722429,-0.002243807483277571,-0.0012672449832775712,-0.001999666858277571,-0.0010231043582775712,0.0016624425167224288,0.0004417393917224288,-0.001999666858277571,0.0019065831417224288,-0.001999666858277571,0.0016624425167224288,-0.001999666858277571,0.0009300206417224288,0.0009300206417224288,-0.0012672449832775712,-0.003952791858277571,0.004103848766722429,0.0011741612667224288,0.0009300206417224288,-0.0012672449832775712,-0.0015113856082775712,0.0019065831417224288,0.0014183018917224288,0.007277676891722429,-4.654185827757118e-05,-0.006394198108277571,0.0009300206417224288,0.0004417393917224288,-0.001999666858277571,-0.002732088733277571,-0.003220369983277571,-0.002487948108277571,0.00019759876672242882,0.0006858800167224288,-0.0012672449832775712,-0.004929354358277571,-0.0005348231082775712,0.00019759876672242882,0.004103848766722429,-0.0012672449832775712,0.0019065831417224288,-0.0007789637332775712,0.002639005016722429,-0.002976229358277571,0.0014183018917224288,0.0004417393917224288,-0.001999666858277571,0.0016624425167224288,-0.002976229358277571,0.0009300206417224288,0.002394864391722429,-0.003464510608277571,0.00019759876672242882,-0.003952791858277571,-0.004929354358277571,0.003127286266722429,0.002639005016722429,0.002394864391722429,0.002150723766722429,-0.0007789637332775712,-0.004196932483277571,-0.002976229358277571,0.002394864391722429,0.0014183018917224288,0.0006858800167224288,-0.005173494983277571,0.006789395641722429,0.004347989391722429,-0.002243807483277571,-0.0017555262332775712,-0.004441073108277571,0.006789395641722429,-0.0015113856082775712,-0.0005348231082775712,0.003615567516722429,-0.0005348231082775712,-0.002243807483277571,0.002639005016722429,-0.002732088733277571,0.0006858800167224288,0.0019065831417224288,-0.001999666858277571,0.0009300206417224288,-0.0005348231082775712,-4.654185827757118e-05,0.005080411266722429,0.0009300206417224288,-0.0012672449832775712,0.0014183018917224288,-0.004196932483277571,0.0004417393917224288,-0.0017555262332775712,-0.003220369983277571,
ay,-0.001864940426421404,8.818457357859591e-05,-0.001620799801421404,-0.0001559560514214041,0.003750293948578596,-0.001132518551421404,0.001308887698578596,-0.003573924801421404,-0.001620799801421404,0.0003323251985785959,-0.005527049801421404,-0.005038768551421404,0.0003323251985785959,0.002285450198578596,-0.003573924801421404,0.0003323251985785959,0.002773731448578596,-0.0001559560514214041,-0.003818065426421404,0.002041309573578596,0.002529590823578596,0.0005764658235785959,0.001797168948578596,0.003994434573578596,-0.005038768551421404,0.001553028323578596,0.0005764658235785959,-0.004062206051421404,-0.002841502926421404,-0.001864940426421404,-0.006259471676421404,-0.005527049801421404,0.0008206064485785959,0.002773731448578596,-0.0006442373014214041,-0.001376659176421404,-0.003573924801421404,0.001797168948578596,-0.0001559560514214041,0.001553028323578596,0.001553028323578596,0.0005764658235785959,0.001308887698578596,0.005459278323578596,-0.001864940426421404,0.001797168948578596,-0.001376659176421404,-0.001376659176421404,0.001308887698578596,-0.001864940426421404,-0.0004000966764214041,-0.003085643551421404,-0.004062206051421404,8.818457357859591e-05,-0.0001559560514214041,-0.003818065426421404,-0.0001559560514214041,-0.005527049801421404,0.002041309573578596,0.002041309573578596,-0.001132518551421404,-0.004794627926421404,-0.003329784176421404,-0.004794627926421404,-0.002353221676421404,0.0008206064485785959,0.005947559573578596,0.0005764658235785959,0.004970997073578596,-0.002597362301421404,0.002041309573578596,0.005703418948578596,0.006679981448578596,0.0008206064485785959,-0.0006442373014214041,-0.001376659176421404,0.005459278323578596,0.002529590823578596,8.818457357859591e-05,0.005215137698578596,0.002285450198578596,0.0008206064485785959,0.007168262698578596,0.0003323251985785959,-0.001864940426421404,0.001797168948578596,0.001064747073578596,0.004482715823578596,0.001553028323578596,-0.0006442373014214041,-0.0008883779264214041,0.005947559573578596,-0.003085643551421404,-0.002353221676421404,-0.003573924801421404,-0.005282909176421404,-0.0004000966764214041,0.002529590823578596,0.002529590823578596,-0.003818065426421404,-0.001620799801421404,0.002529590823578596,0.003017872073578596,0.003750293948578596,0.002529590823578596,0.001553028323578596,0.002285450198578596,0.001797168948578596,0.0005764658235785959,-0.006259471676421404,0.003262012698578596,-0.001132518551421404,-0.0008883779264214041,-0.0006442373014214041,0.007168262698578596,0.0005764658235785959,-0.003329784176421404,0.001308887698578596,8.818457357859591e-05,0.002041309573578596,-0.0008883779264214041,0.001064747073578596,-0.008456737301421404,8.818457357859591e-05,0.004238575198578596,0.001553028323578596,0.002529590823578596,-0.001132518551421404,-0.009433299801421404,0.001308887698578596,-0.0006442373014214041,-0.001132518551421404,0.001308887698578596,-0.004062206051421404,0.003262012698578596,0.019375293948578596,-0.023837596676421404,0.011074512698578596,-0.009921581051421404,-0.005038768551421404,-0.001376659176421404,-0.002353221676421404,0.005215137698578596,0.002041309573578596,0.001064747073578596,-0.002597362301421404,-0.003085643551421404,0.001797168948578596,-0.006747752926421404,0.009365528323578596,0.006679981448578596,-0.007968456051421404,0.010830372073578596,-0.003573924801421404,-0.008212596676421404,0.005459278323578596,-0.001376659176421404,-0.003085643551421404,-0.0001559560514214041,-0.0008883779264214041,-0.002597362301421404,0.002041309573578596,0.010586231448578596,0.007168262698578596,0.001553028323578596,0.006679981448578596,0.001064747073578596,0.002041309573578596,0.001553028323578596,-0.005038768551421404,0.001308887698578596,-0.005771190426421404,-0.004306346676421404,-0.002841502926421404,-0.001132518551421404,-0.002109081051421404,0.004482715823578596,-0.0001559560514214041,-0.001132518551421404,-0.003818065426421404,-0.004550487301421404,0.001064747073578596,0.009365528323578596,-0.005771190426421404,-0.005527049801421404,0.008388965823578596,0.004970997073578596,-0.011142284176421404,-0.021884471676421404,0.004970997073578596,0.018398731448578596,-0.008945018551421404,-0.023349315426421404,0.007900684573578596,0.011074512698578596,-0.002109081051421404,-0.012118846676421404,0.001308887698578596,0.010830372073578596,-0.0001559560514214041,-0.010409862301421404,-0.016757518551421404,-0.0008883779264214041,-0.009433299801421404,-0.011630565426421404,-0.019198924801421404,-0.015048534176421404,-0.013583690426421404,-0.014804393551421404,-0.022616893551421404,-0.016269237301421404,-0.021884471676421404,-0.019931346676421404,-0.025546581051421404,-0.026034862301421404,-0.023593456051421404,-0.029208690426421404,-0.03140595605142141,-0.03262665917642141,-0.028232127926421404,-0.027987987301421404,-0.03287079980142141,-0.03506806542642141,-0.030917674801421404,-0.04019501855142141,-0.03384736230142141,-0.03799775292642141,-0.04507783105142141,-0.03311494042642141,-0.03946259667642141,-0.04312470605142141,-0.04825165917642141,-0.04410126855142141,-0.04263642480142141,-0.05118134667642141,-0.05411103417642141,-0.05386689355142141,-0.05191376855142141,-0.05093720605142141,-0.05069306542642141,-0.05533173730142141,-0.05215790917642141,-0.05093720605142141,-0.04898408105142141,-0.04385712792642141,-0.05948212792642141,-0.06729462792642141,-0.04703095605142141,-0.05142548730142141,-0.05948212792642141,-0.06070283105142141,-0.05582001855142141,-0.05826142480142141,-0.06338837792642141,-0.05557587792642141,-0.04971650292642141,-0.05972626855142141,-0.06070283105142141,-0.04776337792642141,-0.06290009667642141,-0.05874970605142141,-0.05826142480142141,-0.05337861230142141,-0.05557587792642141,-0.05142548730142141,-0.05337861230142141,-0.05093720605142141,-0.04947236230142141,-0.05606415917642141,-0.04971650292642141,-0.04971650292642141,-0.05215790917642141,-0.05582001855142141,-0.05679658105142141,-0.05069306542642141,-0.04507783105142141,-0.05606415917642141,-0.05044892480142141,-0.04922822167642141,-0.04825165917642141,-0.04581025292642141,-0.04751923730142141,-0.04898408105142141,-0.05069306542642141,-0.04800751855142141,-0.04849579980142141,-0.04849579980142141,-0.04483369042642141,-0.04654267480142141,-0.04873994042642141,-0.04605439355142141,-0.04141572167642141,-0.04336884667642141,-0.04043915917642141,-0.04410126855142141,-0.04629853417642141,-0.04434540917642141,-0.04190400292642141,-0.04263642480142141,-0.04117158105142141,-0.04410126855142141,-0.04336884667642141,-0.03848603417642141,-0.04654267480142141,-0.03824189355142141,-0.03555634667642141,-0.04165986230142141,-0.04263642480142141,-0.04214814355142141,-0.04092744042642141,-0.04361298730142141,-0.03653290917642141,-0.03750947167642141,-0.03726533105142141,-0.03970673730142141,-0.04043915917642141,-0.04336884667642141,-0.03726533105142141,-0.04068329980142141,-0.03848603417642141,-0.03555634667642141,-0.03189423730142141,-0.03457978417642141,-0.04288056542642141,-0.03677704980142141,-0.03213837792642141,-0.03653290917642141,-0.03335908105142141,-0.03726533105142141,-0.03750947167642141,-0.03384736230142141,-0.03335908105142141,-0.03531220605142141,-0.03726533105142141,-0.030429393551421404,-0.03360322167642141,-0.031161815426421404,-0.03946259667642141,-0.028476268551421404,-0.03287079980142141,-0.027987987301421404,-0.03287079980142141,-0.029696971676421404,-0.028720409176421404,-0.030185252926421404,-0.03140595605142141,-0.025790721676421404,-0.024081737301421404,-0.027255565426421404,-0.027255565426421404,-0.024814159176421404,-0.028964549801421404,-0.023837596676421404,-0.025546581051421404,-0.019687206051421404,-0.023837596676421404,-0.022861034176421404,-0.020663768551421404,-0.016513377926421404,-0.020419627926421404,-0.019931346676421404,-0.019687206051421404,-0.021640331051421404,-0.020419627926421404,-0.021640331051421404,-0.014804393551421404,-0.017245799801421404,-0.014071971676421404,-0.017245799801421404,-0.017734081051421404,-0.017489940426421404,-0.017245799801421404,-0.012607127926421404,-0.014316112301421404,-0.009921581051421404,-0.011630565426421404,-0.016513377926421404,-0.016269237301421404,-0.012362987301421404,-0.012607127926421404,-0.013095409176421404,-0.014804393551421404,-0.010654002926421404,-0.012851268551421404,-0.016269237301421404,-0.008212596676421404,-0.004306346676421404,-0.005527049801421404,-0.010409862301421404,-0.006747752926421404,-0.006747752926421404,-0.015292674801421404,-0.010165721676421404,-0.005527049801421404,-0.004306346676421404,-0.011142284176421404,-0.006991893551421404,-0.001132518551421404,-0.007236034176421404,-0.002597362301421404,-0.006991893551421404,-0.002841502926421404,-0.012118846676421404,-0.009921581051421404,-0.006747752926421404,-0.009921581051421404,-0.004306346676421404,-0.006747752926421404,-0.007236034176421404,-0.006015331051421404,-0.001864940426421404,-0.006991893551421404,-0.003085643551421404,-0.012851268551421404,-0.003329784176421404,-0.004550487301421404,0.002529590823578596,-0.006991893551421404,-0.003329784176421404,-0.0001559560514214041,-0.008212596676421404,0.002041309573578596,0.003017872073578596,0.002041309573578596,-0.007724315426421404,-0.005527049801421404,-0.0008883779264214041,-0.004306346676421404,-0.007968456051421404,-0.006015331051421404,0.002041309573578596,-0.001376659176421404,-0.004062206051421404,-0.004794627926421404,0.001553028323578596,-0.003085643551421404,-0.003818065426421404,-0.001620799801421404,-0.002597362301421404,-0.010409862301421404,-0.001620799801421404,-0.006015331051421404,-0.0001559560514214041,-0.002109081051421404,-0.001132518551421404,-0.005771190426421404,-0.003573924801421404,-0.007968456051421404,0.004238575198578596,-0.003573924801421404,-0.005038768551421404,-0.006503612301421404,0.001064747073578596,0.006191700198578596,-0.001132518551421404,-0.002841502926421404,-0.0006442373014214041,-0.003818065426421404,0.001308887698578596,-0.003818065426421404,-0.0006442373014214041,-0.001376659176421404,-0.002353221676421404,0.001308887698578596,-0.001620799801421404,0.001064747073578596,0.001797168948578596,-0.003818065426421404,-0.001132518551421404,-0.0006442373014214041,-0.006747752926421404,-0.001376659176421404,0.0003323251985785959,-0.0008883779264214041,0.001064747073578596,0.0005764658235785959,-0.003329784176421404,-0.006015331051421404,0.003506153323578596,0.0005764658235785959,-0.0006442373014214041,-0.0004000966764214041,-0.0001559560514214041,0.0008206064485785959,0.0008206064485785959,-0.004306346676421404,-0.001376659176421404,0.006679981448578596,-0.001620799801421404,0.004238575198578596,-0.0001559560514214041,0.003262012698578596,0.001064747073578596,-0.005282909176421404,-0.0001559560514214041,0.003750293948578596,0.0008206064485785959,-0.001864940426421404,0.001308887698578596,-0.004794627926421404,8.818457357859591e-05,0.001553028323578596,0.0008206064485785959,-0.002353221676421404,-0.0001559560514214041,0.001553028323578596,0.003017872073578596,-0.003085643551421404,-0.004062206051421404,-0.002353221676421404,0.0003323251985785959,-0.001376659176421404,-0.001864940426421404,-0.003573924801421404,-0.005038768551421404,0.003994434573578596,8.818457357859591e-05,0.003262012698578596,0.004726856448578596,-0.002353221676421404,0.005459278323578596,-0.004306346676421404,0.0008206064485785959,0.006191700198578596,-0.001132518551421404,0.0008206064485785959,-0.001376659176421404,-0.001132518551421404,0.001553028323578596,0.0003323251985785959,0.002285450198578596,0.003262012698578596,0.001553028323578596,0.003506153323578596,-0.005038768551421404,0.001797168948578596,-0.001620799801421404,0.004726856448578596,0.004482715823578596,0.002041309573578596,0.002529590823578596,8.818457357859591e-05,0.0003323251985785959,-0.006747752926421404,0.003017872073578596,0.004726856448578596,0.002285450198578596,0.001064747073578596,-0.0001559560514214041,-0.002353221676421404,-0.0008883779264214041,0.002041309573578596,0.003262012698578596,-0.0004000966764214041,0.001797168948578596,8.818457357859591e-05,-0.001132518551421404,0.009365528323578596,0.0005764658235785959,0.0003323251985785959,0.001553028323578596,0.005947559573578596,0.003750293948578596,0.001553028323578596,0.004482715823578596,0.002285450198578596,0.0008206064485785959,0.001064747073578596,0.005947559573578596,0.004970997073578596,
